date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:01	45404/45404	---M-Z	200	added ('OK')	application/x-font-ttf	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/glyphicons-halflings-regular.ttf	(from https://www.preview.altcoin.io/assets/css/bootstrap.min.css)
00:04:02	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/glyphicons-halflings-regular.svg	(from https://www.preview.altcoin.io/assets/css/bootstrap.min.css)
00:04:06	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfont3295.eot	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:09	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:10	66624/66624	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfont3295.woff2	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:31	83588/83588	---M--	200	added ('OK')	application/font-woff	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfont3295.woff	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:32	142072/142072	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfont3295.ttf	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:32	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/themify9f24.eot	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:32	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/fontawesome-webfont3295.svg	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:37	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/themify.eot?	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/themifyd41d.eot	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:04:42	56108/56108	---M--	200	added ('OK')	application/font-woff	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/themify9f24.woff	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:05:00	38384/38384	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:05:01	78584/78584	---M-Z	200	added ('OK')	application/x-font-ttf	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/themify9f24.ttf	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:05:09	349/349	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2011%20May%202018%2019:05:10%20GMT	https://www.preview.altcoin.io/assets/images/multiple-arrow.png	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/images/multiple-arrow.3d.delayed	(from https://www.preview.altcoin.io/assets/css/pages.css)
00:05:09	342/342	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2011%20May%202018%2019:05:11%20GMT	https://www.preview.altcoin.io/assets/images/big/bg1.jpg	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/images/big/bg1.jpg	(from https://www.preview.altcoin.io/assets/css/pages.css)
00:06:15	99212/99212	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:06:26	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/themify9f24.svg	(from https://www.preview.altcoin.io/assets/css/icons.css)
00:06:45	50312/50312	---M--	200	added ('OK')	application/font-woff	date:Wed,%2007%20Sep%202016%2007:41:02%20GMT	https://www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/My%20Web%20Sites/altocin.io/www.preview.altcoin.io/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://www.preview.altcoin.io/assets/css/icons.css)
